id,class,proba,probb,probc,probd,probe
DA029182F0,4,0.25721048880709785,97.12278006686283,2.5566380029448132,0.02513250899635802,0.03823893238890022
798013C730,2,3.39729016388906,4.352007962043056,0.8855972455111468,0.09157988590088793,91.27352474265584
B5844A85AD,3,99.99833529321707,0.0015739185395031879,6.573998751599904e-06,8.03050757889989e-05,3.909168876464069e-06
C18C7E50D2,1,0.005719558067948296,0.056584584305655244,2.576980127930004,97.35808862558864,0.0026271041077655147
D16FAB0C67,0,0.03621500944148926,0.06710427661056663,98.89427296382195,1.001445336591867,0.0009624135341190987
E9D679FD27,3,99.92557032242682,0.001742171744416515,0.012648033188126339,0.058658775596190156,0.0013806970444356667
C276EF0A58,4,0.009528195737695202,96.06422740522711,3.907732493016378,0.003973608947097427,0.01453829707170322
0B450FA67F,3,99.98000544724744,0.0095246289885268,0.0002003567721253908,0.004118268855984569,0.00615129813591006
AB001A03CC,4,0.2742772291411454,99.13450288103938,0.11676815981341566,0.18203242505329684,0.29241930495274987
CB067524B6,4,0.0023559635314542187,99.97786250883615,0.003539542289868371,8.042391685130881e-05,0.016161561425671288
C295EDF8BF,4,0.0017371081205875588,98.86421408664887,0.01579304153099277,0.0046653252786042375,1.1135904384209452
8722663F31,4,0.0018304139933983353,99.98631578368268,0.0034805564544356632,0.0015347718023237676,0.006838474067149642
5423C4446B,4,0.0012846068760871035,99.983996098039,0.01142023348168065,0.0008016135627569904,0.002497448040497962
61B0E5C347,3,98.2984411373479,0.0002048043980458163,0.11384261685196317,1.5845367508486636,0.0029746905534284054
86B9F51B85,2,0.0007279852860860851,0.0009199197733130828,0.0007447950134908533,0.0003399863114072795,99.9972673136157
19885F0860,4,0.004114571828052033,99.94891183806726,0.03389829073803886,0.0072035857335426496,0.005871713633099159
5A408C6649,1,0.004492594582519429,0.09148935429897238,1.8411615373825332,98.06198296292257,0.000873550813408419
36063E5BF3,4,0.34539941327867707,99.17655003774568,0.2561841222346334,0.009874448724307231,0.2119919780167184
45C81E37B6,0,1.442673307161766,0.6566888340289984,97.74384392760999,0.0024466131466241623,0.15434731805261123
B7FEADE8E3,3,93.822274685103,0.02000647839963196,6.124531212948854,0.026372681788886188,0.006814941759635857
40AE4430D5,0,0.04187524870942555,0.03132067765268094,99.66206478284877,0.26448409628594743,0.0002551945031663529
E1B2E2B632,3,76.0190097817773,3.5892420128998404,13.754491587339443,6.002261262420405,0.6349953555630234
D0EAEC6852,4,0.7550772788583676,98.9483622522443,0.2375760010239678,0.05280363613881299,0.006180831734569551
ECF1F26002,3,95.85401659969503,0.04348900358823184,3.9258998626645467,0.10778022238518487,0.06881431166700441
D8A276BF30,3,99.97001219160875,0.0026357840357622907,0.010570854221957714,0.01673333051149757,4.783962202294794e-05
84BFE30019,2,0.3375392701134751,1.1759391006336855,10.083302440193485,0.2265223044125968,88.17669688464676
063C98F745,1,0.004211632182501367,0.004882079310420835,0.09656661245159263,99.8936707318293,0.0006689442261969457
5EBC1122F9,1,0.0034608238519481752,0.17334116190015583,0.01963712566520007,99.79770348888616,0.005857399696538812
808B09916A,2,0.4544163152861918,6.371503319116336,0.13329636148111765,1.093505933964563,91.9472780701518
7B8E172B66,3,99.99869284138725,0.0007826440380318113,0.00033857091374247904,0.00017473966612729127,1.1203994852673431e-05
0E774B0EFE,0,0.05074130072711516,0.05406841005376851,99.4646294302342,0.4284421246606358,0.0021187343242618562
3E50C93D7D,1,0.0007322895907811111,0.0003151008650788094,0.00473730808743211,99.99418483424994,3.0467206774934016e-05
D83B73195D,1,2.4947967686037935,0.06560644735776439,16.582793304863486,80.8537427435731,0.0030607356018668144
40F9EB7B00,4,1.268931529207091,68.65766044789387,13.68050586397458,0.6729979550427164,15.719904203881732
95A9B0E62F,4,0.0007075894527072029,99.99643413694469,0.00216247802529592,0.0001752943302418595,0.0005205012470813408
00C22FC0EA,2,0.00957472174530236,25.7716465703979,0.04536461508356365,0.5582292987729327,73.6151847940003
D12F125A33,3,99.72305655508688,0.004652286945601573,0.004738555465174072,0.2655646126351973,0.001987989867130272
98DFCDCDF5,2,0.00021990058543084343,0.10819981399379326,0.006168292396687226,0.0041625675036586806,99.88124942552044
844427FE89,4,0.006125564733915785,99.89873454322287,0.0919351563709968,0.001318127346973683,0.001886608325222114
EBEDB1DF7B,3,99.99557413017592,0.0014291769479085796,0.0020454825953302876,0.0007806437524096696,0.0001705665284331974
F9607BA38B,0,6.515704018560416,1.7215193685945804,54.48904297527414,0.12349251392902114,37.150241123641855
11DCA97731,2,0.007614317863863136,0.07947980770426917,0.09476277705823695,0.0002887113719524728,99.81785438600168
F1FB9BD260,0,1.1332452850320673,0.013323246262642497,98.6894577042408,0.015689337142840494,0.1482844273216552
54DF054859,1,0.019682946701267308,0.0004135872517592329,0.034423524119096466,99.94516066531585,0.00031927661202806816
4DE7B7E5C9,2,0.04874794048449928,0.2875653442847003,0.004249210740873114,0.028948769424845176,99.63048873506509
AD228F7669,1,0.011582469943648258,0.1960569322370855,0.613320830428763,99.17714597167374,0.001893795716746565
BDAFB65A2A,3,99.9718549306288,0.012896337002076704,0.01077038745848677,0.003851841265507382,0.0006265036451194636
1D5632D249,3,98.96478510453149,0.03147836636915525,0.7364309367400851,0.2314321311510691,0.035873461208236125
9B1927E112,0,1.5151519488434715,0.037968046901369686,98.42195253141122,0.006278939255447612,0.018648533588480908
7F0F326EA2,4,0.24028315901176933,93.33117789536031,3.459417684320517,0.042214510708543235,2.9269067505988784
62F7D4467D,1,0.0008041868516783074,0.006984248341179215,0.03585289973937568,99.95628970592176,6.89591459971657e-05
4943D43A89,3,99.82632081093212,0.003824276698415019,0.16686167622548184,0.0005490032796373292,0.002444232864328906
1F74D6608F,2,0.0663779751548083,0.015798229521275298,0.05589056802377981,0.009672096626128229,99.85226113067401
98B0A29127,3,99.99810821386924,7.357416570831912e-05,4.47748272545432e-05,0.0017379690869042581,3.54680508791483e-05
39D563929F,4,0.024094034333001058,98.65226850361303,1.302966023932959,0.006761382007075063,0.013910056113913263
C22F6173D7,4,0.1454978910586171,74.36190708277188,13.056222749804874,10.58871636743896,1.8476559089256581
13F52C4859,4,0.002974202992493538,99.95846058679008,0.03726944581600826,0.00031503788286395355,0.0009807265185476108
2D3D9A3F59,1,0.021138837347974546,0.43261847326033853,0.033086353919130854,99.50840417816978,0.004752157302767099
A5822E30CE,4,0.0008001909655933601,99.95557847440027,0.03059153538077651,0.0022782881187579426,0.010751511134590904
0B6830EE15,4,0.003745176204231743,99.98248950058691,0.012712442314790436,0.0004975545237480833,0.0005553263703103358
7309305DB4,2,0.015809309381441455,0.6912700227227003,3.4838085288163594,1.7690341200225983,94.0400780190569
4BE6DFF18B,0,0.009428791860914925,0.9701140353214266,98.7802810209949,0.2261683484574093,0.014007803365334782
