id,class,proba,probb,probc,probd,probe
DA029182F0,4,8.39553423077579,74.51281355076054,14.024476930935851,1.4430533660433775,1.624121921484422
798013C730,2,12.52338344335444,14.029574448731855,3.6711502786517074,0.8149536750012849,68.96093815426072
B5844A85AD,3,99.31228521464713,0.5023805931221077,0.06540136042140036,0.0670294780280032,0.0529033537813747
C18C7E50D2,1,0.17407950847638368,0.3770906134566858,5.064279124528012,94.29984495075546,0.08470580278345767
D16FAB0C67,0,2.5621582294766525,0.7178516068083809,79.24843720042593,17.34411210083413,0.1274408624549147
E9D679FD27,3,98.20252248171796,0.1787672221266362,0.6835794601932641,0.7429353857854888,0.19219545017665848
C276EF0A58,4,1.277443164051066,81.68578875593485,15.682772124894104,0.476560477276326,0.8774354778436438
0B450FA67F,3,98.38968711261758,0.49452318629990866,0.30769269026555246,0.1720387051239374,0.636058305693017
AB001A03CC,4,4.005312310714797,86.98357583942335,2.612913394430569,3.5494906195342506,2.848707835897029
CB067524B6,4,0.29405981283624266,98.61025087376477,0.5413259724984152,0.020825236984970737,0.5335381039156437
C295EDF8BF,4,0.6110387580038217,77.47524780523275,2.9841311493823657,0.5268528546682381,18.402729432712857
8722663F31,4,0.8896990884200734,96.2474159868954,1.978735300826661,0.3983695997488584,0.4857800241090205
5423C4446B,4,0.8469304258838675,97.35903827693353,1.082402493064648,0.28805293292410833,0.4235758711938502
61B0E5C347,3,93.24262831108479,0.014538967658200827,1.1743939586419576,5.442648431661769,0.12579033095327155
86B9F51B85,2,0.09493477774876853,0.13714022034763299,0.19680321750048663,0.0506854893165222,99.52043629508661
19885F0860,4,2.149951273237652,91.27920925482043,4.292067876328113,1.6477110660117849,0.631060529602039
5A408C6649,1,0.18790893149182167,0.9044554698898508,7.546755368556757,91.29138160441984,0.06949862564174786
36063E5BF3,4,8.9760409496978,80.46495322922482,7.2103338616873405,0.23349792978984385,3.115174029600203
45C81E37B6,0,8.419188334696475,9.645496337224788,70.70262029145972,0.6593566770717851,10.573338359547227
B7FEADE8E3,3,82.11465277208785,0.4037176596444561,16.084917109365996,0.8174328883266111,0.579279570575072
40AE4430D5,0,0.7722109347679813,0.4447423085400214,95.52612276323048,3.2174731182184253,0.039450875243095256
